"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Bridged Race/Hispanic Origin"	"Mother's Bridged Race/Hispanic Origin Code"	Deaths	Births	Death Rate
	"Oregon"	"41"	"2011"	"2011"	"Non-Hispanic Black"	"7"	10	1168	8.56 (Unreliable)
	"Oregon"	"41"	"2012"	"2012"	"Non-Hispanic White"	"6"	159	31773	5.00
	"Oregon"	"41"	"2013"	"2013"	"Non-Hispanic White"	"6"	155	31998	4.84
	"Oregon"	"41"	"2013"	"2013"	"Non-Hispanic Black"	"7"	10	1188	8.42 (Unreliable)
	"Oregon"	"41"	"2014"	"2014"	"Non-Hispanic White"	"6"	157	32338	4.85
	"Oregon"	"41"	"2015"	"2015"	"Non-Hispanic White"	"6"	164	32147	5.10
	"Oregon"	"41"	"2015"	"2015"	"Non-Hispanic Black"	"7"	17	1335	12.73 (Unreliable)
	"Oregon"	"41"	"2016"	"2016"	"Non-Hispanic White"	"6"	150	32013	4.69
	"Oregon"	"41"	"2017"	"2017"	"Non-Hispanic White"	"6"	146	30167	4.84
	"Oregon"	"41"	"2017"	"2017"	"Non-Hispanic Black"	"7"	14	1348	10.39 (Unreliable)
	"Oregon"	"41"	"2018"	"2018"	"Non-Hispanic White"	"6"	113	29202	3.87
	"Oregon"	"41"	"2018"	"2018"	"Non-Hispanic Black"	"7"	15	1252	11.98 (Unreliable)
	"Oregon"	"41"	"2019"	"2019"	"Non-Hispanic White"	"6"	132	28539	4.63
	"Pennsylvania"	"42"	"2007"	"2007"	"Non-Hispanic White"	"6"	600	107779	5.57
	"Pennsylvania"	"42"	"2007"	"2007"	"Non-Hispanic Black"	"7"	322	21281	15.13
	"Pennsylvania"	"42"	"2008"	"2008"	"Non-Hispanic White"	"6"	610	105896	5.76
	"Pennsylvania"	"42"	"2008"	"2008"	"Non-Hispanic Black"	"7"	264	21654	12.19
	"Pennsylvania"	"42"	"2009"	"2009"	"Non-Hispanic White"	"6"	533	103297	5.16
	"Pennsylvania"	"42"	"2009"	"2009"	"Non-Hispanic Black"	"7"	278	21480	12.94
	"Pennsylvania"	"42"	"2010"	"2010"	"Non-Hispanic White"	"6"	573	101136	5.67
	"Pennsylvania"	"42"	"2010"	"2010"	"Non-Hispanic Black"	"7"	265	21025	12.60
	"Pennsylvania"	"42"	"2011"	"2011"	"Non-Hispanic White"	"6"	509	100790	5.05
	"Pennsylvania"	"42"	"2011"	"2011"	"Non-Hispanic Black"	"7"	257	21027	12.22
	"Pennsylvania"	"42"	"2012"	"2012"	"Non-Hispanic White"	"6"	537	99531	5.40
	"Pennsylvania"	"42"	"2012"	"2012"	"Non-Hispanic Black"	"7"	284	21209	13.39
	"Pennsylvania"	"42"	"2013"	"2013"	"Non-Hispanic White"	"6"	511	98751	5.17
	"Pennsylvania"	"42"	"2013"	"2013"	"Non-Hispanic Black"	"7"	255	20626	12.36
	"Pennsylvania"	"42"	"2014"	"2014"	"Non-Hispanic White"	"6"	455	99306	4.58
	"Pennsylvania"	"42"	"2014"	"2014"	"Non-Hispanic Black"	"7"	221	20169	10.96
	"Pennsylvania"	"42"	"2015"	"2015"	"Non-Hispanic White"	"6"	488	97845	4.99
	"Pennsylvania"	"42"	"2015"	"2015"	"Non-Hispanic Black"	"7"	217	20160	10.76
	"Pennsylvania"	"42"	"2016"	"2016"	"Non-Hispanic White"	"6"	447	96053	4.65
	"Pennsylvania"	"42"	"2016"	"2016"	"Non-Hispanic Black"	"7"	222	19680	11.28
	"Pennsylvania"	"42"	"2017"	"2017"	"Non-Hispanic White"	"6"	435	93865	4.63
	"Pennsylvania"	"42"	"2017"	"2017"	"Non-Hispanic Black"	"7"	220	19809	11.11
	"Pennsylvania"	"42"	"2018"	"2018"	"Non-Hispanic White"	"6"	439	92376	4.75
	"Pennsylvania"	"42"	"2018"	"2018"	"Non-Hispanic Black"	"7"	196	19155	10.23
	"Pennsylvania"	"42"	"2019"	"2019"	"Non-Hispanic White"	"6"	389	90229	4.31
	"Pennsylvania"	"42"	"2019"	"2019"	"Non-Hispanic Black"	"7"	212	18989	11.16
	"Rhode Island"	"44"	"2007"	"2007"	"Non-Hispanic White"	"6"	31	6000	5.17
	"Rhode Island"	"44"	"2007"	"2007"	"Non-Hispanic Black"	"7"	12	1044	11.49 (Unreliable)
	"Rhode Island"	"44"	"2008"	"2008"	"Non-Hispanic White"	"6"	24	5999	4.00
	"Rhode Island"	"44"	"2009"	"2009"	"Non-Hispanic White"	"6"	33	6978	4.73
	"Rhode Island"	"44"	"2009"	"2009"	"Non-Hispanic Black"	"7"	12	906	13.25 (Unreliable)
	"Rhode Island"	"44"	"2010"	"2010"	"Non-Hispanic White"	"6"	45	7003	6.43
	"Rhode Island"	"44"	"2010"	"2010"	"Non-Hispanic Black"	"7"	16	955	16.75 (Unreliable)
	"Rhode Island"	"44"	"2011"	"2011"	"Non-Hispanic White"	"6"	30	6755	4.44
	"Rhode Island"	"44"	"2012"	"2012"	"Non-Hispanic White"	"6"	38	6712	5.66
	"Rhode Island"	"44"	"2013"	"2013"	"Non-Hispanic White"	"6"	32	6572	4.87
	"Rhode Island"	"44"	"2014"	"2014"	"Non-Hispanic White"	"6"	16	6573	2.43 (Unreliable)
	"Rhode Island"	"44"	"2015"	"2015"	"Non-Hispanic White"	"6"	31	6702	4.63
	"Rhode Island"	"44"	"2015"	"2015"	"Non-Hispanic Black"	"7"	11	952	11.55 (Unreliable)
	"Rhode Island"	"44"	"2016"	"2016"	"Non-Hispanic White"	"6"	26	6455	4.03
	"Rhode Island"	"44"	"2016"	"2016"	"Non-Hispanic Black"	"7"	10	914	10.94 (Unreliable)
	"Rhode Island"	"44"	"2017"	"2017"	"Non-Hispanic White"	"6"	26	6259	4.15
	"Rhode Island"	"44"	"2017"	"2017"	"Non-Hispanic Black"	"7"	18	897	20.07 (Unreliable)
	"Rhode Island"	"44"	"2018"	"2018"	"Non-Hispanic White"	"6"	17	6140	2.77 (Unreliable)
	"Rhode Island"	"44"	"2019"	"2019"	"Non-Hispanic White"	"6"	23	5678	4.05
	"Rhode Island"	"44"	"2019"	"2019"	"Non-Hispanic Black"	"7"	12	973	12.33 (Unreliable)
	"South Carolina"	"45"	"2007"	"2007"	"Non-Hispanic White"	"6"	218	34640	6.29
	"South Carolina"	"45"	"2007"	"2007"	"Non-Hispanic Black"	"7"	276	20506	13.46
	"South Carolina"	"45"	"2008"	"2008"	"Non-Hispanic White"	"6"	217	34694	6.25
	"South Carolina"	"45"	"2008"	"2008"	"Non-Hispanic Black"	"7"	243	20624	11.78
	"South Carolina"	"45"	"2009"	"2009"	"Non-Hispanic White"	"6"	173	33978	5.09
	"South Carolina"	"45"	"2009"	"2009"	"Non-Hispanic Black"	"7"	217	19478	11.14
	"South Carolina"	"45"	"2010"	"2010"	"Non-Hispanic White"	"6"	178	33190	5.36
	"South Carolina"	"45"	"2010"	"2010"	"Non-Hispanic Black"	"7"	216	18677	11.57
	"South Carolina"	"45"	"2011"	"2011"	"Non-Hispanic White"	"6"	159	32977	4.82
	"South Carolina"	"45"	"2011"	"2011"	"Non-Hispanic Black"	"7"	222	18288	12.14
	"South Carolina"	"45"	"2012"	"2012"	"Non-Hispanic White"	"6"	177	32848	5.39
	"South Carolina"	"45"	"2012"	"2012"	"Non-Hispanic Black"	"7"	228	18175	12.54
	"South Carolina"	"45"	"2013"	"2013"	"Non-Hispanic White"	"6"	183	33085	5.53
	"South Carolina"	"45"	"2013"	"2013"	"Non-Hispanic Black"	"7"	174	17815	9.77
	"South Carolina"	"45"	"2014"	"2014"	"Non-Hispanic White"	"6"	155	33639	4.61
	"South Carolina"	"45"	"2014"	"2014"	"Non-Hispanic Black"	"7"	186	17878	10.40
	"South Carolina"	"45"	"2015"	"2015"	"Non-Hispanic White"	"6"	163	33927	4.80
	"South Carolina"	"45"	"2015"	"2015"	"Non-Hispanic Black"	"7"	203	17801	11.40
	"South Carolina"	"45"	"2016"	"2016"	"Non-Hispanic White"	"6"	182	33522	5.43
	"South Carolina"	"45"	"2016"	"2016"	"Non-Hispanic Black"	"7"	185	17071	10.84
	"South Carolina"	"45"	"2017"	"2017"	"Non-Hispanic White"	"6"	169	32848	5.14
	"South Carolina"	"45"	"2017"	"2017"	"Non-Hispanic Black"	"7"	156	17384	8.97
	"South Carolina"	"45"	"2018"	"2018"	"Non-Hispanic White"	"6"	165	32528	5.07
	"South Carolina"	"45"	"2018"	"2018"	"Non-Hispanic Black"	"7"	201	17263	11.64
	"South Carolina"	"45"	"2019"	"2019"	"Non-Hispanic White"	"6"	149	32243	4.62
	"South Carolina"	"45"	"2019"	"2019"	"Non-Hispanic Black"	"7"	202	17444	11.58
	"South Dakota"	"46"	"2007"	"2007"	"Non-Hispanic White"	"6"	48	9347	5.14
	"South Dakota"	"46"	"2008"	"2008"	"Non-Hispanic White"	"6"	55	9193	5.98
	"South Dakota"	"46"	"2009"	"2009"	"Non-Hispanic White"	"6"	55	9117	6.03
	"South Dakota"	"46"	"2010"	"2010"	"Non-Hispanic White"	"6"	52	9003	5.78
	"South Dakota"	"46"	"2011"	"2011"	"Non-Hispanic White"	"6"	44	8859	4.97
	"South Dakota"	"46"	"2012"	"2012"	"Non-Hispanic White"	"6"	60	9048	6.63
	"South Dakota"	"46"	"2013"	"2013"	"Non-Hispanic White"	"6"	50	9127	5.48
	"South Dakota"	"46"	"2014"	"2014"	"Non-Hispanic White"	"6"	41	9122	4.49
	"South Dakota"	"46"	"2015"	"2015"	"Non-Hispanic White"	"6"	55	9063	6.07
	"South Dakota"	"46"	"2016"	"2016"	"Non-Hispanic White"	"6"	33	9024	3.66
	"South Dakota"	"46"	"2017"	"2017"	"Non-Hispanic White"	"6"	64	8837	7.24
	"South Dakota"	"46"	"2018"	"2018"	"Non-Hispanic White"	"6"	50	8715	5.74
	"South Dakota"	"46"	"2019"	"2019"	"Non-Hispanic White"	"6"	56	8349	6.71
	"Tennessee"	"47"	"2007"	"2007"	"Non-Hispanic White"	"6"	386	58577	6.59
	"Tennessee"	"47"	"2007"	"2007"	"Non-Hispanic Black"	"7"	273	17763	15.37
	"Tennessee"	"47"	"2008"	"2008"	"Non-Hispanic White"	"6"	365	57653	6.33
	"Tennessee"	"47"	"2008"	"2008"	"Non-Hispanic Black"	"7"	265	18133	14.61
	"Tennessee"	"47"	"2009"	"2009"	"Non-Hispanic White"	"6"	344	55444	6.20
	"Tennessee"	"47"	"2009"	"2009"	"Non-Hispanic Black"	"7"	256	17405	14.71
	"Tennessee"	"47"	"2010"	"2010"	"Non-Hispanic White"	"6"	361	53921	6.69
	"Tennessee"	"47"	"2010"	"2010"	"Non-Hispanic Black"	"7"	214	16629	12.87
	"Tennessee"	"47"	"2011"	"2011"	"Non-Hispanic White"	"6"	337	54131	6.23
	"Tennessee"	"47"	"2011"	"2011"	"Non-Hispanic Black"	"7"	206	16557	12.44
	"Tennessee"	"47"	"2012"	"2012"	"Non-Hispanic White"	"6"	351	54712	6.42
	"Tennessee"	"47"	"2012"	"2012"	"Non-Hispanic Black"	"7"	194	16645	11.66
	"Tennessee"	"47"	"2013"	"2013"	"Non-Hispanic White"	"6"	305	54377	5.61
	"Tennessee"	"47"	"2013"	"2013"	"Non-Hispanic Black"	"7"	187	16810	11.12
	"Tennessee"	"47"	"2014"	"2014"	"Non-Hispanic White"	"6"	307	55499	5.53
	"Tennessee"	"47"	"2014"	"2014"	"Non-Hispanic Black"	"7"	208	16989	12.24
	"Tennessee"	"47"	"2015"	"2015"	"Non-Hispanic White"	"6"	329	55420	5.94
	"Tennessee"	"47"	"2015"	"2015"	"Non-Hispanic Black"	"7"	180	16792	10.72
	"Tennessee"	"47"	"2016"	"2016"	"Non-Hispanic White"	"6"	345	54508	6.33
	"Tennessee"	"47"	"2016"	"2016"	"Non-Hispanic Black"	"7"	193	16419	11.75
	"Tennessee"	"47"	"2017"	"2017"	"Non-Hispanic White"	"6"	334	54377	6.14
	"Tennessee"	"47"	"2017"	"2017"	"Non-Hispanic Black"	"7"	195	16663	11.70
	"Tennessee"	"47"	"2018"	"2018"	"Non-Hispanic White"	"6"	306	53962	5.67
	"Tennessee"	"47"	"2018"	"2018"	"Non-Hispanic Black"	"7"	183	16580	11.04
	"Tennessee"	"47"	"2019"	"2019"	"Non-Hispanic White"	"6"	290	52899	5.48
	"Tennessee"	"47"	"2019"	"2019"	"Non-Hispanic Black"	"7"	211	16624	12.69
	"Texas"	"48"	"2007"	"2007"	"Non-Hispanic White"	"6"	770	140199	5.49
	"Texas"	"48"	"2007"	"2007"	"Non-Hispanic Black"	"7"	572	46356	12.34
	"Texas"	"48"	"2008"	"2008"	"Non-Hispanic White"	"6"	747	139389	5.36
	"Texas"	"48"	"2008"	"2008"	"Non-Hispanic Black"	"7"	506	45951	11.01
	"Texas"	"48"	"2009"	"2009"	"Non-Hispanic White"	"6"	764	137594	5.55
	"Texas"	"48"	"2009"	"2009"	"Non-Hispanic Black"	"7"	494	45482	10.86
	"Texas"	"48"	"2010"	"2010"	"Non-Hispanic White"	"6"	757	134920	5.61
	"Texas"	"48"	"2010"	"2010"	"Non-Hispanic Black"	"7"	481	44560	10.79
	"Texas"	"48"	"2011"	"2011"	"Non-Hispanic White"	"6"	665	133894	4.97
	"Texas"	"48"	"2011"	"2011"	"Non-Hispanic Black"	"7"	437	43212	10.11
	"Texas"	"48"	"2012"	"2012"	"Non-Hispanic White"	"6"	687	135573	5.07
	"Texas"	"48"	"2012"	"2012"	"Non-Hispanic Black"	"7"	494	44530	11.09
	"Texas"	"48"	"2013"	"2013"	"Non-Hispanic White"	"6"	704	136608	5.15
	"Texas"	"48"	"2013"	"2013"	"Non-Hispanic Black"	"7"	502	45825	10.95
	"Texas"	"48"	"2014"	"2014"	"Non-Hispanic White"	"6"	698	140992	4.95
	"Texas"	"48"	"2014"	"2014"	"Non-Hispanic Black"	"7"	506	47983	10.55
	"Texas"	"48"	"2015"	"2015"	"Non-Hispanic White"	"6"	690	140553	4.91
	"Texas"	"48"	"2015"	"2015"	"Non-Hispanic Black"	"7"	502	49662	10.11
	"Texas"	"48"	"2016"	"2016"	"Non-Hispanic White"	"6"	661	136623	4.84
	"Texas"	"48"	"2016"	"2016"	"Non-Hispanic Black"	"7"	519	49748	10.43
	"Texas"	"48"	"2017"	"2017"	"Non-Hispanic White"	"6"	627	129760	4.83
	"Texas"	"48"	"2017"	"2017"	"Non-Hispanic Black"	"7"	497	49423	10.06
	"Texas"	"48"	"2018"	"2018"	"Non-Hispanic White"	"6"	573	127819	4.48
	"Texas"	"48"	"2018"	"2018"	"Non-Hispanic Black"	"7"	488	49396	9.88
	"Texas"	"48"	"2019"	"2019"	"Non-Hispanic White"	"6"	564	126924	4.44
	"Texas"	"48"	"2019"	"2019"	"Non-Hispanic Black"	"7"	477	48653	9.80
	"Utah"	"49"	"2007"	"2007"	"Non-Hispanic White"	"6"	202	42839	4.72
	"Utah"	"49"	"2008"	"2008"	"Non-Hispanic White"	"6"	187	42746	4.37
	"Utah"	"49"	"2009"	"2009"	"Non-Hispanic White"	"6"	209	42386	4.93
	"Utah"	"49"	"2010"	"2010"	"Non-Hispanic White"	"6"	192	41473	4.63
	"Utah"	"49"	"2011"	"2011"	"Non-Hispanic White"	"6"	220	40860	5.38
	"Utah"	"49"	"2012"	"2012"	"Non-Hispanic White"	"6"	175	39984	4.38
	"Utah"	"49"	"2013"	"2013"	"Non-Hispanic White"	"6"	184	39401	4.67
	"Utah"	"49"	"2014"	"2014"	"Non-Hispanic White"	"6"	178	39433	4.51
	"Utah"	"49"	"2015"	"2015"	"Non-Hispanic White"	"6"	186	38473	4.83
	"Utah"	"49"	"2016"	"2016"	"Non-Hispanic White"	"6"	187	38356	4.88
	"Utah"	"49"	"2017"	"2017"	"Non-Hispanic White"	"6"	209	37110	5.63
	"Utah"	"49"	"2017"	"2017"	"Non-Hispanic Black"	"7"	11	747	14.73 (Unreliable)
	"Utah"	"49"	"2018"	"2018"	"Non-Hispanic White"	"6"	165	34951	4.72
	"Utah"	"49"	"2019"	"2019"	"Non-Hispanic White"	"6"	155	33982	4.56
	"Vermont"	"50"	"2007"	"2007"	"Non-Hispanic White"	"6"	29	6178	4.69
	"Vermont"	"50"	"2008"	"2008"	"Non-Hispanic White"	"6"	26	6032	4.31
	"Vermont"	"50"	"2009"	"2009"	"Non-Hispanic White"	"6"	36	5803	6.20
	"Vermont"	"50"	"2010"	"2010"	"Non-Hispanic White"	"6"	26	5896	4.41
	"Vermont"	"50"	"2011"	"2011"	"Non-Hispanic White"	"6"	28	5727	4.89
	"Vermont"	"50"	"2012"	"2012"	"Non-Hispanic White"	"6"	23	5602	4.11
	"Vermont"	"50"	"2013"	"2013"	"Non-Hispanic White"	"6"	24	5597	4.29
	"Vermont"	"50"	"2014"	"2014"	"Non-Hispanic White"	"6"	28	5724	4.89
	"Vermont"	"50"	"2015"	"2015"	"Non-Hispanic White"	"6"	24	5370	4.47
	"Vermont"	"50"	"2016"	"2016"	"Non-Hispanic White"	"6"	15	5252	2.86 (Unreliable)
	"Vermont"	"50"	"2017"	"2017"	"Non-Hispanic White"	"6"	23	5176	4.44
	"Vermont"	"50"	"2018"	"2018"	"Non-Hispanic White"	"6"	32	4964	6.45
	"Vermont"	"50"	"2019"	"2019"	"Non-Hispanic White"	"6"	13	4910	2.65 (Unreliable)
	"Virginia"	"51"	"2007"	"2007"	"Non-Hispanic White"	"6"	345	62264	5.54
	"Virginia"	"51"	"2007"	"2007"	"Non-Hispanic Black"	"7"	358	23763	15.07
	"Virginia"	"51"	"2008"	"2008"	"Non-Hispanic White"	"6"	335	61454	5.45
	"Virginia"	"51"	"2008"	"2008"	"Non-Hispanic Black"	"7"	271	23270	11.65
	"Virginia"	"51"	"2009"	"2009"	"Non-Hispanic White"	"6"	345	60405	5.71
	"Virginia"	"51"	"2009"	"2009"	"Non-Hispanic Black"	"7"	287	23019	12.47
	"Virginia"	"51"	"2010"	"2010"	"Non-Hispanic White"	"6"	288	60375	4.77
	"Virginia"	"51"	"2010"	"2010"	"Non-Hispanic Black"	"7"	311	22366	13.91
	"Virginia"	"51"	"2011"	"2011"	"Non-Hispanic White"	"6"	301	60370	4.99
	"Virginia"	"51"	"2011"	"2011"	"Non-Hispanic Black"	"7"	261	21945	11.89
	"Virginia"	"51"	"2012"	"2012"	"Non-Hispanic White"	"6"	294	59991	4.90
	"Virginia"	"51"	"2012"	"2012"	"Non-Hispanic Black"	"7"	264	21980	12.01
	"Virginia"	"51"	"2013"	"2013"	"Non-Hispanic White"	"6"	275	59280	4.64
	"Virginia"	"51"	"2013"	"2013"	"Non-Hispanic Black"	"7"	248	21919	11.31
	"Virginia"	"51"	"2014"	"2014"	"Non-Hispanic White"	"6"	273	59885	4.56
	"Virginia"	"51"	"2014"	"2014"	"Non-Hispanic Black"	"7"	223	21623	10.31
	"Virginia"	"51"	"2015"	"2015"	"Non-Hispanic White"	"6"	291	59244	4.91
	"Virginia"	"51"	"2015"	"2015"	"Non-Hispanic Black"	"7"	224	21777	10.29
	"Virginia"	"51"	"2016"	"2016"	"Non-Hispanic White"	"6"	279	58130	4.80
	"Virginia"	"51"	"2016"	"2016"	"Non-Hispanic Black"	"7"	215	21288	10.10
	"Virginia"	"51"	"2017"	"2017"	"Non-Hispanic White"	"6"	269	56219	4.78
	"Virginia"	"51"	"2017"	"2017"	"Non-Hispanic Black"	"7"	209	21670	9.64
	"Virginia"	"51"	"2018"	"2018"	"Non-Hispanic White"	"6"	273	55562	4.91
	"Virginia"	"51"	"2018"	"2018"	"Non-Hispanic Black"	"7"	192	21519	8.92
	"Virginia"	"51"	"2019"	"2019"	"Non-Hispanic White"	"6"	258	53743	4.80
	"Virginia"	"51"	"2019"	"2019"	"Non-Hispanic Black"	"7"	207	20997	9.86
	"Washington"	"53"	"2007"	"2007"	"Non-Hispanic White"	"6"	238	56310	4.23
	"Washington"	"53"	"2007"	"2007"	"Non-Hispanic Black"	"7"	34	3816	8.91
	"Washington"	"53"	"2008"	"2008"	"Non-Hispanic White"	"6"	283	57060	4.96
	"Washington"	"53"	"2008"	"2008"	"Non-Hispanic Black"	"7"	34	3961	8.58
	"Washington"	"53"	"2009"	"2009"	"Non-Hispanic White"	"6"	270	56567	4.77
	"Washington"	"53"	"2009"	"2009"	"Non-Hispanic Black"	"7"	24	4084	5.88
	"Washington"	"53"	"2010"	"2010"	"Non-Hispanic White"	"6"	233	55083	4.23
	"Washington"	"53"	"2010"	"2010"	"Non-Hispanic Black"	"7"	26	4087	6.36
	"Washington"	"53"	"2011"	"2011"	"Non-Hispanic White"	"6"	226	55084	4.10
	"Washington"	"53"	"2011"	"2011"	"Non-Hispanic Black"	"7"	39	4303	9.06
	"Washington"	"53"	"2012"	"2012"	"Non-Hispanic White"	"6"	276	55364	4.99
	"Washington"	"53"	"2012"	"2012"	"Non-Hispanic Black"	"7"	37	4349	8.51
	"Washington"	"53"	"2013"	"2013"	"Non-Hispanic White"	"6"	226	54779	4.13
	"Washington"	"53"	"2013"	"2013"	"Non-Hispanic Black"	"7"	39	4521	8.63
	"Washington"	"53"	"2014"	"2014"	"Non-Hispanic White"	"6"	226	55872	4.04
	"Washington"	"53"	"2014"	"2014"	"Non-Hispanic Black"	"7"	39	4659	8.37
	"Washington"	"53"	"2015"	"2015"	"Non-Hispanic White"	"6"	247	55352	4.46
	"Washington"	"53"	"2015"	"2015"	"Non-Hispanic Black"	"7"	40	4619	8.66
	"Washington"	"53"	"2016"	"2016"	"Non-Hispanic White"	"6"	224	55027	4.07
	"Washington"	"53"	"2016"	"2016"	"Non-Hispanic Black"	"7"	32	4780	6.69
	"Washington"	"53"	"2017"	"2017"	"Non-Hispanic White"	"6"	181	52368	3.46
	"Washington"	"53"	"2017"	"2017"	"Non-Hispanic Black"	"7"	43	4886	8.80
	"Washington"	"53"	"2018"	"2018"	"Non-Hispanic White"	"6"	213	50821	4.19
	"Washington"	"53"	"2018"	"2018"	"Non-Hispanic Black"	"7"	53	4877	10.87
	"Washington"	"53"	"2019"	"2019"	"Non-Hispanic White"	"6"	199	49198	4.04
	"Washington"	"53"	"2019"	"2019"	"Non-Hispanic Black"	"7"	40	4713	8.49
	"West Virginia"	"54"	"2007"	"2007"	"Non-Hispanic White"	"6"	147	20682	7.11
	"West Virginia"	"54"	"2007"	"2007"	"Non-Hispanic Black"	"7"	10	778	12.85 (Unreliable)
	"West Virginia"	"54"	"2008"	"2008"	"Non-Hispanic White"	"6"	154	20212	7.62
	"West Virginia"	"54"	"2009"	"2009"	"Non-Hispanic White"	"6"	153	19965	7.66
	"West Virginia"	"54"	"2010"	"2010"	"Non-Hispanic White"	"6"	145	19236	7.54
	"West Virginia"	"54"	"2011"	"2011"	"Non-Hispanic White"	"6"	127	19497	6.51
	"West Virginia"	"54"	"2012"	"2012"	"Non-Hispanic White"	"6"	140	19548	7.16
	"West Virginia"	"54"	"2013"	"2013"	"Non-Hispanic White"	"6"	143	19542	7.32
	"West Virginia"	"54"	"2013"	"2013"	"Non-Hispanic Black"	"7"	10	746	13.40 (Unreliable)
	"West Virginia"	"54"	"2014"	"2014"	"Non-Hispanic White"	"6"	133	18860	7.05
	"West Virginia"	"54"	"2015"	"2015"	"Non-Hispanic White"	"6"	124	18442	6.72
	"West Virginia"	"54"	"2015"	"2015"	"Non-Hispanic Black"	"7"	11	698	15.76 (Unreliable)
	"West Virginia"	"54"	"2016"	"2016"	"Non-Hispanic White"	"6"	123	17621	6.98
	"West Virginia"	"54"	"2017"	"2017"	"Non-Hispanic White"	"6"	118	17159	6.88
	"West Virginia"	"54"	"2017"	"2017"	"Non-Hispanic Black"	"7"	10	754	13.26 (Unreliable)
	"West Virginia"	"54"	"2018"	"2018"	"Non-Hispanic White"	"6"	115	16785	6.85
	"West Virginia"	"54"	"2019"	"2019"	"Non-Hispanic White"	"6"	100	16705	5.99
	"West Virginia"	"54"	"2019"	"2019"	"Non-Hispanic Black"	"7"	11	786	13.99 (Unreliable)
	"Wisconsin"	"55"	"2007"	"2007"	"Non-Hispanic White"	"6"	289	54542	5.30
	"Wisconsin"	"55"	"2007"	"2007"	"Non-Hispanic Black"	"7"	105	7237	14.51
	"Wisconsin"	"55"	"2008"	"2008"	"Non-Hispanic White"	"6"	313	53812	5.82
	"Wisconsin"	"55"	"2008"	"2008"	"Non-Hispanic Black"	"7"	101	7241	13.95
	"Wisconsin"	"55"	"2009"	"2009"	"Non-Hispanic White"	"6"	260	52462	4.96
	"Wisconsin"	"55"	"2009"	"2009"	"Non-Hispanic Black"	"7"	100	7288	13.72
	"Wisconsin"	"55"	"2010"	"2010"	"Non-Hispanic White"	"6"	254	51038	4.98
	"Wisconsin"	"55"	"2010"	"2010"	"Non-Hispanic Black"	"7"	96	6861	13.99
	"Wisconsin"	"55"	"2011"	"2011"	"Non-Hispanic White"	"6"	265	50500	5.25
	"Wisconsin"	"55"	"2011"	"2011"	"Non-Hispanic Black"	"7"	87	6592	13.20
	"Wisconsin"	"55"	"2012"	"2012"	"Non-Hispanic White"	"6"	242	49730	4.87
	"Wisconsin"	"55"	"2012"	"2012"	"Non-Hispanic Black"	"7"	87	6696	12.99
	"Wisconsin"	"55"	"2013"	"2013"	"Non-Hispanic White"	"6"	243	49357	4.92
	"Wisconsin"	"55"	"2013"	"2013"	"Non-Hispanic Black"	"7"	106	6708	15.80
	"Wisconsin"	"55"	"2014"	"2014"	"Non-Hispanic White"	"6"	243	49440	4.92
	"Wisconsin"	"55"	"2014"	"2014"	"Non-Hispanic Black"	"7"	89	7063	12.60
	"Wisconsin"	"55"	"2015"	"2015"	"Non-Hispanic White"	"6"	210	49024	4.28
	"Wisconsin"	"55"	"2015"	"2015"	"Non-Hispanic Black"	"7"	103	7098	14.51
	"Wisconsin"	"55"	"2016"	"2016"	"Non-Hispanic White"	"6"	266	48591	5.47
	"Wisconsin"	"55"	"2016"	"2016"	"Non-Hispanic Black"	"7"	104	7124	14.60
	"Wisconsin"	"55"	"2017"	"2017"	"Non-Hispanic White"	"6"	206	46955	4.39
	"Wisconsin"	"55"	"2017"	"2017"	"Non-Hispanic Black"	"7"	118	7407	15.93
	"Wisconsin"	"55"	"2018"	"2018"	"Non-Hispanic White"	"6"	224	46299	4.84
	"Wisconsin"	"55"	"2018"	"2018"	"Non-Hispanic Black"	"7"	88	7139	12.33
	"Wisconsin"	"55"	"2019"	"2019"	"Non-Hispanic White"	"6"	219	45425	4.82
	"Wisconsin"	"55"	"2019"	"2019"	"Non-Hispanic Black"	"7"	91	7423	12.26
	"Wyoming"	"56"	"2007"	"2007"	"Non-Hispanic White"	"6"	40	6361	6.29
	"Wyoming"	"56"	"2008"	"2008"	"Non-Hispanic White"	"6"	39	6421	6.07
	"Wyoming"	"56"	"2009"	"2009"	"Non-Hispanic White"	"6"	37	6353	5.82
	"Wyoming"	"56"	"2010"	"2010"	"Non-Hispanic White"	"6"	36	6047	5.95
	"Wyoming"	"56"	"2011"	"2011"	"Non-Hispanic White"	"6"	43	6072	7.08
	"Wyoming"	"56"	"2012"	"2012"	"Non-Hispanic White"	"6"	32	6155	5.20
	"Wyoming"	"56"	"2013"	"2013"	"Non-Hispanic White"	"6"	29	6136	4.73
	"Wyoming"	"56"	"2014"	"2014"	"Non-Hispanic White"	"6"	39	6258	6.23
	"Wyoming"	"56"	"2015"	"2015"	"Non-Hispanic White"	"6"	30	6196	4.84
	"Wyoming"	"56"	"2016"	"2016"	"Non-Hispanic White"	"6"	25	5834	4.29
	"Wyoming"	"56"	"2017"	"2017"	"Non-Hispanic White"	"6"	27	5509	4.90
	"Wyoming"	"56"	"2018"	"2018"	"Non-Hispanic White"	"6"	24	5149	4.66
