"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Births	Death Rate
	"Oregon"	"41"	"1997"	"1997"	"Non-Hispanic Black"	"7"	10	914	10.94 (Unreliable)
	"Oregon"	"41"	"1998"	"1998"	"Non-Hispanic White"	"6"	186	35138	5.29
	"Oregon"	"41"	"1998"	"1998"	"Non-Hispanic Black"	"7"	10	949	10.54 (Unreliable)
	"Pennsylvania"	"42"	"1995"	"1995"	"Non-Hispanic White"	"6"	747	120544	6.20
	"Pennsylvania"	"42"	"1995"	"1995"	"Non-Hispanic Black"	"7"	364	21062	17.28
	"Pennsylvania"	"42"	"1996"	"1996"	"Non-Hispanic White"	"6"	748	117509	6.37
	"Pennsylvania"	"42"	"1996"	"1996"	"Non-Hispanic Black"	"7"	319	20237	15.76
	"Pennsylvania"	"42"	"1997"	"1997"	"Non-Hispanic White"	"6"	680	113297	6.00
	"Pennsylvania"	"42"	"1997"	"1997"	"Non-Hispanic Black"	"7"	332	19947	16.64
	"Pennsylvania"	"42"	"1998"	"1998"	"Non-Hispanic White"	"6"	641	114265	5.61
	"Pennsylvania"	"42"	"1998"	"1998"	"Non-Hispanic Black"	"7"	301	20272	14.85
	"Rhode Island"	"44"	"1995"	"1995"	"Non-Hispanic White"	"6"	50	8256	6.06
	"Rhode Island"	"44"	"1995"	"1995"	"Non-Hispanic Black"	"7"	Suppressed	683	Suppressed
	"Rhode Island"	"44"	"1996"	"1996"	"Non-Hispanic White"	"6"	30	8210	3.65
	"Rhode Island"	"44"	"1996"	"1996"	"Non-Hispanic Black"	"7"	Suppressed	750	Suppressed
	"Rhode Island"	"44"	"1997"	"1997"	"Non-Hispanic White"	"6"	41	7742	5.30
	"Rhode Island"	"44"	"1997"	"1997"	"Non-Hispanic Black"	"7"	Suppressed	777	Suppressed
	"Rhode Island"	"44"	"1998"	"1998"	"Non-Hispanic White"	"6"	43	7743	5.55
	"Rhode Island"	"44"	"1998"	"1998"	"Non-Hispanic Black"	"7"	11	828	13.29 (Unreliable)
	"South Carolina"	"45"	"1995"	"1995"	"Non-Hispanic White"	"6"	213	31127	6.84
	"South Carolina"	"45"	"1995"	"1995"	"Non-Hispanic Black"	"7"	264	18393	14.35
	"South Carolina"	"45"	"1996"	"1996"	"Non-Hispanic White"	"6"	176	31427	5.60
	"South Carolina"	"45"	"1996"	"1996"	"Non-Hispanic Black"	"7"	243	17973	13.52
	"South Carolina"	"45"	"1997"	"1997"	"Non-Hispanic White"	"6"	206	31971	6.44
	"South Carolina"	"45"	"1997"	"1997"	"Non-Hispanic Black"	"7"	280	18382	15.23
	"South Carolina"	"45"	"1998"	"1998"	"Non-Hispanic White"	"6"	200	32885	6.08
	"South Carolina"	"45"	"1998"	"1998"	"Non-Hispanic Black"	"7"	297	18840	15.76
	"South Dakota"	"46"	"1995"	"1995"	"Non-Hispanic White"	"6"	68	8590	7.92
	"South Dakota"	"46"	"1996"	"1996"	"Non-Hispanic White"	"6"	40	8520	4.69
	"South Dakota"	"46"	"1996"	"1996"	"Non-Hispanic Black"	"7"	Suppressed	80	Suppressed
	"South Dakota"	"46"	"1997"	"1997"	"Non-Hispanic White"	"6"	46	8284	5.55
	"South Dakota"	"46"	"1997"	"1997"	"Non-Hispanic Black"	"7"	Suppressed	89	Suppressed
	"South Dakota"	"46"	"1998"	"1998"	"Non-Hispanic White"	"6"	67	8252	8.12
	"South Dakota"	"46"	"1998"	"1998"	"Non-Hispanic Black"	"7"	Suppressed	82	Suppressed
	"Tennessee"	"47"	"1995"	"1995"	"Non-Hispanic White"	"6"	377	54875	6.87
	"Tennessee"	"47"	"1995"	"1995"	"Non-Hispanic Black"	"7"	280	16130	17.36
	"Tennessee"	"47"	"1996"	"1996"	"Non-Hispanic White"	"6"	377	55120	6.84
	"Tennessee"	"47"	"1996"	"1996"	"Non-Hispanic Black"	"7"	239	15985	14.95
	"Tennessee"	"47"	"1997"	"1997"	"Non-Hispanic White"	"6"	357	55288	6.46
	"Tennessee"	"47"	"1997"	"1997"	"Non-Hispanic Black"	"7"	259	16297	15.89
	"Tennessee"	"47"	"1998"	"1998"	"Non-Hispanic White"	"6"	367	57345	6.40
	"Tennessee"	"47"	"1998"	"1998"	"Non-Hispanic Black"	"7"	246	16853	14.60
	"Texas"	"48"	"1995"	"1995"	"Non-Hispanic White"	"6"	824	137816	5.98
	"Texas"	"48"	"1995"	"1995"	"Non-Hispanic Black"	"7"	413	38434	10.75
	"Texas"	"48"	"1996"	"1996"	"Non-Hispanic White"	"6"	814	138925	5.86
	"Texas"	"48"	"1996"	"1996"	"Non-Hispanic Black"	"7"	418	38497	10.86
	"Texas"	"48"	"1997"	"1997"	"Non-Hispanic White"	"6"	835	137580	6.07
	"Texas"	"48"	"1997"	"1997"	"Non-Hispanic Black"	"7"	394	38928	10.12
	"Texas"	"48"	"1998"	"1998"	"Non-Hispanic White"	"6"	833	139980	5.95
	"Texas"	"48"	"1998"	"1998"	"Non-Hispanic Black"	"7"	442	39631	11.15
	"Utah"	"49"	"1995"	"1995"	"Non-Hispanic White"	"6"	181	34496	5.25
	"Utah"	"49"	"1995"	"1995"	"Non-Hispanic Black"	"7"	Suppressed	231	Suppressed
	"Utah"	"49"	"1996"	"1996"	"Non-Hispanic White"	"6"	206	36006	5.72
	"Utah"	"49"	"1996"	"1996"	"Non-Hispanic Black"	"7"	Suppressed	252	Suppressed
	"Utah"	"49"	"1997"	"1997"	"Non-Hispanic White"	"6"	201	36534	5.50
	"Utah"	"49"	"1998"	"1998"	"Non-Hispanic White"	"6"	210	37982	5.53
	"Utah"	"49"	"1998"	"1998"	"Non-Hispanic Black"	"7"	Suppressed	263	Suppressed
	"Vermont"	"50"	"1995"	"1995"	"Non-Hispanic White"	"6"	38	6268	6.06
	"Vermont"	"50"	"1996"	"1996"	"Non-Hispanic White"	"6"	40	6357	6.29
	"Vermont"	"50"	"1997"	"1997"	"Non-Hispanic White"	"6"	36	6305	5.71
	"Vermont"	"50"	"1998"	"1998"	"Non-Hispanic White"	"6"	44	6297	6.99
	"Vermont"	"50"	"1998"	"1998"	"Non-Hispanic Black"	"7"	Suppressed	20	Suppressed
	"Virginia"	"51"	"1995"	"1995"	"Non-Hispanic White"	"6"	367	62660	5.86
	"Virginia"	"51"	"1995"	"1995"	"Non-Hispanic Black"	"7"	308	21209	14.52
	"Virginia"	"51"	"1996"	"1996"	"Non-Hispanic White"	"6"	370	62192	5.95
	"Virginia"	"51"	"1996"	"1996"	"Non-Hispanic Black"	"7"	272	20808	13.07
	"Virginia"	"51"	"1997"	"1997"	"Non-Hispanic White"	"6"	379	61428	6.17
	"Virginia"	"51"	"1997"	"1997"	"Non-Hispanic Black"	"7"	279	20956	13.31
	"Virginia"	"51"	"1998"	"1998"	"Non-Hispanic White"	"6"	357	62119	5.75
	"Virginia"	"51"	"1998"	"1998"	"Non-Hispanic Black"	"7"	311	21913	14.19
	"Washington"	"53"	"1995"	"1995"	"Non-Hispanic White"	"6"	308	56839	5.42
	"Washington"	"53"	"1995"	"1995"	"Non-Hispanic Black"	"7"	42	2757	15.23
	"Washington"	"53"	"1996"	"1996"	"Non-Hispanic White"	"6"	318	56950	5.58
	"Washington"	"53"	"1996"	"1996"	"Non-Hispanic Black"	"7"	36	2886	12.47
	"Washington"	"53"	"1997"	"1997"	"Non-Hispanic White"	"6"	297	56617	5.25
	"Washington"	"53"	"1997"	"1997"	"Non-Hispanic Black"	"7"	33	2968	11.12
	"Washington"	"53"	"1998"	"1998"	"Non-Hispanic White"	"6"	294	57214	5.14
	"Washington"	"53"	"1998"	"1998"	"Non-Hispanic Black"	"7"	30	2888	10.39
	"West Virginia"	"54"	"1995"	"1995"	"Non-Hispanic White"	"6"	154	20162	7.64
	"West Virginia"	"54"	"1995"	"1995"	"Non-Hispanic Black"	"7"	13	806	16.13 (Unreliable)
	"West Virginia"	"54"	"1996"	"1996"	"Non-Hispanic White"	"6"	135	19757	6.83
	"West Virginia"	"54"	"1996"	"1996"	"Non-Hispanic Black"	"7"	13	738	17.62 (Unreliable)
	"West Virginia"	"54"	"1997"	"1997"	"Non-Hispanic White"	"6"	181	19778	9.15
	"West Virginia"	"54"	"1997"	"1997"	"Non-Hispanic Black"	"7"	14	744	18.82 (Unreliable)
	"West Virginia"	"54"	"1998"	"1998"	"Non-Hispanic White"	"6"	159	19728	8.06
	"West Virginia"	"54"	"1998"	"1998"	"Non-Hispanic Black"	"7"	Suppressed	757	Suppressed
	"Wisconsin"	"55"	"1995"	"1995"	"Non-Hispanic White"	"6"	342	55365	6.18
	"Wisconsin"	"55"	"1995"	"1995"	"Non-Hispanic Black"	"7"	112	6476	17.29
	"Wisconsin"	"55"	"1996"	"1996"	"Non-Hispanic White"	"6"	324	54863	5.91
	"Wisconsin"	"55"	"1996"	"1996"	"Non-Hispanic Black"	"7"	114	6386	17.85
	"Wisconsin"	"55"	"1997"	"1997"	"Non-Hispanic White"	"6"	301	54292	5.54
	"Wisconsin"	"55"	"1997"	"1997"	"Non-Hispanic Black"	"7"	88	6366	13.82
	"Wisconsin"	"55"	"1998"	"1998"	"Non-Hispanic White"	"6"	308	54636	5.64
	"Wisconsin"	"55"	"1998"	"1998"	"Non-Hispanic Black"	"7"	118	6490	18.18
	"Wyoming"	"56"	"1995"	"1995"	"Non-Hispanic White"	"6"	37	5368	6.89
	"Wyoming"	"56"	"1996"	"1996"	"Non-Hispanic White"	"6"	33	5441	6.07
	"Wyoming"	"56"	"1997"	"1997"	"Non-Hispanic White"	"6"	30	5527	5.43
	"Wyoming"	"56"	"1997"	"1997"	"Non-Hispanic Black"	"7"	Suppressed	58	Suppressed
	"Wyoming"	"56"	"1998"	"1998"	"Non-Hispanic White"	"6"	35	5319	6.58
"---"
"Dataset: Linked Birth / Infant Death Records, 1995-1998"
"Query Parameters:"
"Hispanic Origin: Non-Hispanic White; Non-Hispanic Black"
"Group By: State; Year of Death; Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/lbd.html for more information."
"---"
"Query Date: May 15, 2024 7:45:04 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Linked Birth / Infant Deaths on CDC WONDER Online Database. Data are from the Linked Birth / Infant Deaths Records"
"1995-1998, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/lbd-icd9.html on May 15, 2024 7:45:04 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"---"
Caveats:
"1. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#WeightFactors-Totals."
"2. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 0-9 sub-national events. This"
"is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#Assurance of Confidentiality."
"3. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet"
"the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Unreliable."
"4. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to"
"the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Weight Factors."
